1,2000-02-02,01:00:00,21,15,1
2,2000-02-02,02:00:00,21,15,1
3,2000-02-02,03:00:00,21,15,1
4,2000-02-02,04:00:00,21,15,1
5,2000-02-02,05:00:00,21,15,1
6,2000-02-02,06:00:00,21,15,1
7,2000-02-03,01:00:00,21,15,0
8,2000-02-03,02:00:00,21,15,0
9,2000-02-03,03:00:00,21,15,0
10,2000-02-03,04:00:00,21,15,0
11,2000-02-03,05:00:00,21,15,0
12,2000-02-03,06:00:00,21,15,0
13,2000-02-04,01:00:00,10,15,0
14,2000-02-04,02:00:00,21,15,0
15,2000-02-04,03:00:00,21,15,0
16,2000-02-04,04:00:00,21,15,0
17,2000-02-04,05:00:00,21,15,0
18,2000-02-04,06:00:00,21,15,0
19,2000-02-05,01:00:00,21,15,0
20,2000-02-05,02:00:00,21,15,0
21,2000-02-05,03:00:00,21,15,0
22,2000-02-05,04:00:00,21,15,0
23,2000-02-05,05:00:00,21,15,0
24,2000-02-05,06:00:00,21,15,0
25,2000-02-06,01:00:00,21,15,0
26,2000-02-06,02:00:00,21,15,0
27,2000-02-06,03:00:00,21,15,0
28,2000-02-06,04:00:00,21,15,0
29,2000-02-06,05:00:00,21,15,0
30,2000-02-06,06:00:00,21,15,0
31,2000-02-07,01:00:00,21,15,0
32,2000-02-07,02:00:00,21,15,0
33,2000-02-07,03:00:00,21,15,0
34,2000-02-07,04:00:00,21,15,0
35,2000-02-07,05:00:00,21,15,0
36,2000-02-07,06:00:00,21,15,0
37,2000-02-08,01:00:00,21,15,0
38,2000-02-08,02:00:00,21,15,0
39,2000-02-08,03:00:00,21,15,0
40,2000-02-08,04:00:00,21,15,0
41,2000-02-08,05:00:00,21,15,0
42,2000-02-08,06:00:00,21,15,0
43,2000-02-09,01:00:00,21,15,0
44,2000-02-09,02:00:00,21,15,0
45,2000-02-09,03:00:00,21,15,0
46,2000-02-09,04:00:00,21,15,0
47,2000-02-09,05:00:00,21,15,0
48,2000-02-09,06:00:00,10,15,0
49,2000-02-09,07:00:00,10,15,0
50,2000-02-09,08:00:00,21,15,0
51,2000-02-09,09:00:00,21,15,0
52,2000-02-09,10:00:00,21,15,0
53,2000-02-09,11:00:00,21,15,0
54,2000-02-09,12:00:00,10,15,0
55,2000-02-09,13:00:00,10,15,0
56,2000-02-09,14:00:00,21,15,0
